ID_EMPRESA,EMPRESA,ORIGEN,LOCALIDAD,PRIORIDAD,ESTADO_PIPELINE,CONTACTADO,RESPUESTA,LICITA,TIPO_SERVICIO,PROVEEDOR_ACTUAL,FECHA_ULT_CONTACTO,FECHA_VOLVER_CONTACTAR,MAIL_GENERAL,TELEFONO_CEL,CONTACTO_HISTORICO,TAMANO_ESTIMADO,ALERTA,COMENTARIOS_PROPIOS,OBSERVACIONES_RELEVAMIENTO,N_CONTACTOS
EMP-0172,IMG RENTAL,Hoja 1,San Lorenzo,,,,,,,,,,comercial@imgrental.com.ar,,,,,,En expansión; comercial@imgrental.com.ar; WA 341 671-1644,0
EMP-0173,IMEI INGLES,Hoja 1,San Lorenzo,,,,,,,,,,imeiingles@yahoo.com.ar,,,,,,Instituto chico; baja prioridad,0
EMP-0174,IMCO CONSTRUCTORA S.R.L.,Hoja 1,Rosario,,,,,,,,,,gerencia@imcoconstructora.com,,,,,,gerencia@imcoconstructora.com ya apunta a gerencia,0
EMP-0175,ICS CONSULTORIA INDUSTRIAL,Hoja 1,Capitán Bermúdez,,,,,,,,,,,,,,,,,1
EMP-0176,HORMIGONERA DEL LITORAL S.A.,Hoja 1,Rosario,,,,,,,,,,ing.jquiroga@gmail.com,,,,,,,1
EMP-0177,HERNANDEZ Y BAGNERES,Hoja 1,Rosario,,,,,,,,,,mgatti@hernandez-bagneres.com.ar,,,,,,,1
EMP-0178,HEREDIA PREMOLDEADOS,Hoja 1,San Lorenzo,,,,,,,,,,,,,,,,,1
EMP-0179,HEFU Argentina,Hoja 1,Pérez,,,,,,,,,,administracion@hefuargentina.com.ar,,,,,,,1
EMP-0180,Hefesto SRL,Hoja 1,Pérez,,,,,,,,,,hefesto@arnet.com.ar,,,,,,,1
EMP-0181,HECTOR GERMÁN LARRAYA S.R.L.,Hoja 1,San Lorenzo,,,,,,,,,,,,,,,,,1
EMP-0182,HARDFACING S.R.L.,Hoja 1,San Lorenzo,,,,,,,,,,,,,,,,,1
EMP-0183,GUERRERO – PAGODA,Hoja 1,San Lorenzo,,,,,,,,,,ventas474@guerrero.com.ar,,,,,,,1
EMP-0184,GTM,Hoja 1,Alvear,,,,,,,,,,Info@gtmsrl.com.ar,,,,,,Grúas/transporte pesado; WA 341-4001808,0
EMP-0185,Grupo Rosario Máquinas,Hoja 1,Piñero,,,,,,,,,,info@gruporm.com.ar,,,,,,WA 341 310-4454,0
EMP-0186,Grupo Oroño,Hoja 1,Rosario,,,,,,,,,,info@grupoorono.com.ar,,,,,,,1
EMP-0187,Grupo La Emilia / Motomel,Hoja 1,La Emilia (San Nicolás),,,,,,,,,,responde@motomel.com.ar,,,,,,,3
EMP-0188,GRUPO DH,Hoja 1,Capitán Bermúdez,,,,,,,,,,info@dhsh.com.ar,,,,,,,1
EMP-0189,GRUPO DELCO S.R.L.,Hoja 1,Rosario,,,,,,,,,,delco@delcosrl.com.ar,,,,,,Constructora obra pública; delco@delcosrl.com.ar,0
EMP-0190,GRUPO BRAYCO,Hoja 1,San Lorenzo,,,,,,,,,,info@brayco.com.ar,,,,Mismo grupo que SEMAC/Brajkovic,,100-200 empleados (Dunsguide): gran comedor potencial; obras@brayco.com.ar; LinkedIn company braycoargentina,2
EMP-0191,GRUPO AMZ,Hoja 1,Granadero Baigorria,,,,,,,,,,amzrescate@gmail.com,,,,,,,1
EMP-0192,GRIMACO S.R.L.,Hoja 1,Rosario,,,,,,,,,,eduardoraffo@grimaco.com.ar,,,,,,,1
EMP-0193,GREEN LAB,Hoja 1,Rosario,,,,,,,,,,hola@greenlab.com.ar,,,,,,,1
EMP-0194,GRAMMATICO SERVICIOS,Hoja 1,San Lorenzo,,,,,,,,,,info@grammatico.com.ar,,,,,,OJO: es empresa de limpieza para empresas (posible aliado/competidor de facility); 03476-670666,0
EMP-0195,GLOBBAL MILLS S.R.L.,Hoja 1,San Lorenzo,,,,,,,,,,,,,,,,Tecnología de molinería; FB GlobbalMills,0
EMP-0196,GLOBAL ACCELERATOR S.R.L.,Hoja 1,Rosario,,,,,,,,,,acceleratorglobal@gmail.com,,,,,,,1
EMP-0197,GIER S.R.L.,Hoja 1,Piñero,,,,,,,,,,,,,,,,,1
EMP-0198,Gerdau — Planta Pérez,Hoja 1,Pérez,,,,,,,,,,gerdauventas@gerdau.com,,,272 (ZoomInfo),DUPLICADO de Sipar,,,0
EMP-0199,GENTE DE RÍO SERVICIOS FLUVIALES,Hoja 1,San Lorenzo,,,,,,,,,,ops@gentederio.com.ar,,,,,,Familiar +30 años; WA 03476-423084,0
EMP-0200,Gemplast / Geminelli S.A.,Hoja 1,Pérez,,,,,,,,,,info@gemplast.com.ar,,,,,,,1
EMP-0201,GEK EXCAVACIONES,Hoja 1,Fray Luis Beltrán,,,,,,,,,,contacto@gekexcavaciones.com.ar,,,,,,2-10 empleados: prioridad baja,0
EMP-0202,FYO,Hoja 1,,3,,NO,,NO,,,,,,3416114868,federico,+400,,,,3
EMP-0203,FUNDEMAP,Hoja 1,San Lorenzo,,,,,,,,,,rrhh@fundemap.com.ar,,,,,,,1
EMP-0204,FUGRAN,Hoja 1,Puerto General San Martín,,,,,,,,,,rr.hh@fugran.com,,,,,,,2
EMP-0205,Freschi,Hoja 1,Pérez,,,,,,,,,,gpfreschi@yahoo.com.ar,,,,,,gpfreschi@yahoo.com.ar: preguntar por Sr./Sra. Freschi,0
EMP-0206,Freplast SRL,Hoja 1,Pérez,,,,,,,,,,ventas@freplast.com.ar,,,,,,Admin directa: 341 609-8910,0
EMP-0207,Fremec,Hoja 1,Pérez,,,,,,,,,,ventas@fremec.com.ar,,,,,,"MÁS GRANDE de lo anotado: cables de comando, planta 12.000 m2, exporta a 12 países — vale visita",0
EMP-0208,FREIJE Y FREIJE CONSTRUCTORA,Hoja 1,Capitán Bermúdez,,,,,,,,,,proveedoresfreije@freijeyfreijeconstructorasrl.com,,,,,,,1
EMP-0209,FRANCAR,Hoja 1,San Lorenzo,,,,,,,,,,francar.productosindustriales@gmail.com,,,,,,Ferretería industrial; 341-5892389,0
EMP-0210,FRANBE S.A.,Hoja 1,Rosario,,,,,,,,,,memiliasanti@hotmail.com,,,,,,,1
EMP-0211,FLEXIO,Hoja 1,,1,Presupuesto,NO,,,,,,,personal@flexio.com.ar,,,,,,Estructuras metálicas ISO 9001; tu personal@flexio.com.ar = casilla RRHH; tel 341 5477777,0
EMP-0212,FIUME,Hoja 1,,1,,NO,,NO,,,,,,,,,NO IDENTIFICADA,,Único Fiume en Rosario es tienda de ropa; pasame CUIT/tel para desambiguar,0
EMP-0213,FEGA S.A.,Hoja 1,Rosario,,,,,,,,,,patriciaamorelli@hotmail.com,,,,,,,1
EMP-0214,Facar,Hoja 1,Pérez,,,,,,,,,,ventas@facar.com.ar,,,,,,RUBRO CORREGIDO: premoldeados de hormigón (desde 1927); 341 753-8431,0
EMP-0215,FAC Servicios Industriales,Hoja 1,San Lorenzo,,,,,,,,,,facserviciosind@gmail.com,,,,,,Familiar 2001; WA 3476-350618,0
EMP-0216,EYCOM Servicios,Hoja 1,San Lorenzo,,,,,,,,,,eycomservicios@gmail.com,,,,,,,1
EMP-0217,EXPRESS CORP,Hoja 1,Rosario,,,,,,,,,,,,,,NO IDENTIFICADA,,Pasame CUIT/mail para desambiguar,0
EMP-0218,EVONIK,Hoja 1,,1,PRESENTACION ENVIADA,SI,SI,SI,VIANDA,VIANDERIA,,12/25,matias.gonzalez@evonik.com,34156182835,MATIAS,~28 en 3 turnos,,,,2
EMP-0219,ESTUDIO JURÌDICO BARRINAT,Hoja 1,San Lorenzo,,,,,,,,,,estudiobarrinataux@gmail.com,,,,,,"Chico, pero lleva RRHH de pymes: posible PRESCRIPTOR; WA 3476-397580",0
EMP-0220,ESSENTY,Hoja 1,San Lorenzo,,,,,,,,,,veronicatamagno@gmail.com,,,,,,,1
EMP-0221,EQUIPAMIENTO SAN LORENZO,Hoja 1,San Lorenzo,,,,,,,,,,ventas@equipamientosanlorenzo.com,,,,,,Control de derrames/defensas portuarias; ventas@equipamientosanlorenzo.com,0
EMP-0222,EPRECO,Hoja 1,,1,ANDRES,NO,,,,,,,,,,501-1000 (LinkedIn),,,,1
EMP-0223,EPRECCO PIÑEIRO,Hoja 1,,1,arranca oct,si,aceptado,no,vianda,papagayo,1309,,,3415029950,marcelo titular,,DUPLICADO de EPRECO,,,0
EMP-0224,ELECTRO CONSTRUCTORA S.R.L.,Hoja 1,Rosario,,,,,,,,,,federico@electroconstructorasrl.com.ar,,,,,,,1
EMP-0225,EL LIBERTADOR,Hoja 1,San Lorenzo,,,,,,,,,,operaciones@ellibertador.net,,,,,,Traslados/fletes; 03476-428747,0
EMP-0226,EL HAUAR,Hoja 1,San Lorenzo,,,,,,,,,,p_mayotto@elahuar.com,,,,,,,1
EMP-0227,EDILIZIA S.A.,Hoja 1,Rosario,,,,,,,,,,administracion@edilizia.com.ar,,,,,,,1
EMP-0228,EDECA PIÑEIRO,Hoja 1,,1,,NO,,,,,,,,,,,,,,1
EMP-0229,ECOAIRES,Hoja 1,Funes,,,,,,,,,,marcos@ecoaires.com.ar,,,,,,,1
EMP-0230,ECA INGENIERÍA,Hoja 1,Puerto General San Martín,,,,,,,,,,,,,,,,Opera planta de revisión técnica; 3476-456000,0
EMP-0231,DYSCON,Hoja 1,,1,enviado,NO,,no,,,,,,,,,NO IDENTIFICADA,,Pasame CUIT o localidad,0
EMP-0232,DUAMAK S.A.,Hoja 1,Rosario,,,,,,,,,,md@duamak.com.ar,,,,,,,1
EMP-0233,Droguería 20 de Junio,Hoja 1,Pérez,,,,,,,,,,info@drogueria20dejunio.com.ar,,,,,,,1
EMP-0234,Dreyfus,Hoja 1,,3,,NO,,,,,,,,,,,,,,0
EMP-0235,DINALE PIÑEIRO,Hoja 1,,1,CLIENTE ACTUAL,NO,,,,,,,,,,,,,Cliente actual de Good Food (confirmado por el equipo 22-09-2026).,1
EMP-0236,Detexa SRL,Hoja 1,Pérez,,,,,,,,,,detexaros@detexasrl.com.ar,,,,,,,1
EMP-0237,DEROSARIO SERVICIOS S.R.L.,Hoja 1,Rosario,,,,,,,,,,derosarioservicios@hotmail.com,,,201-500 (LinkedIn),,,,1
EMP-0238,DEPROP S.R.L.,Hoja 1,Rosario,,,,,,,,,,depropsrl@gmail.com,,,,,,,1
EMP-0239,Delta Vial,Hoja 1,San Nicolás,,,,,,,,,,info@deltavial.com.ar,,,,,,Web caída; info@deltavial.com.ar,0
EMP-0240,DEL SOL CONSTRUCTORA S.A.,Hoja 1,Rosario,,,,,,,,,,delsol@delsol.com.ar,,,,,,,1
EMP-0241,DATAWISE,Hoja 1,Rosario,,,,,,,,,,diego.garcia@datawise.com.ar,,,,,,,1
EMP-0242,DANES,Hoja 1,,,viandas,SI,NO,,,,,,,3415781373,ALDANA,,NO IDENTIFICADA — pedir a Aldana,lo tiene vianderia hace poco. podemos hablar con rrhh para proponer comedor,Pedile a tu contacto 'Aldana' apellido y razón social,0
EMP-0243,CVO,Hoja 1,,1,licita,NO,,SI,,,,3/26,compras@cvosa.com.ar,3412120992,,~76 + contratistas,,,,4
EMP-0244,Cuarepoti,Hoja 1,Ramallo / COMIRSA,,,,,,,,,,cuarepoti@cuarepoti.com.ar,,,,,,Soldadura industrial; (336) 4347644,0
EMP-0245,Crystal Rock SA,Hoja 1,Pérez,,,,,,,,,,contacto@crystalrock.com.ar,,,,,,"Importadora bazar, +6000 m2 depósito (personal = viandas); (0341) 526-3930",0
EMP-0246,CRISKEY,Hoja 1,San Lorenzo,,,,,,,,,,,,,,,,Sin rastro web ni cámara,0
EMP-0247,CREAR SOLUCIONES Y SERVICIOS,Hoja 1,San Lorenzo,,,,,,,,,,crearsolucionesyservicios@gmail.com,,,,,,Mantenimiento edilicio; WA 3476661565,0
EMP-0248,CRAVER’S TOURS,Hoja 1,Rosario,,,,,,,,,,craverogabriel@hotmail.com,,,,,,,1
EMP-0249,CRABSA S.A.,Hoja 1,Rosario,,,,,,,,,,crabsa@fibertel.com.ar,,,,,,,1
EMP-0250,COTRASER LTDA.,Hoja 1,Rosario,,,,,,,,,,cotralyfltda@hotmail.com,,,,,,Cooperativa de trabajo de mantenimiento,0
EMP-0251,CORTEVA AGRISCIENCE,Hoja 1,Puerto Gral. San Martín,,,,,,,,,,infoargentina@corteva.com,,,+120 operarios planta,,,,1
EMP-0252,CORREO ANDREANI,Hoja 1,San Lorenzo,,,,,,,,,,gconesa@andreani.com,,,,,,,2
EMP-0253,Cormetal S.A.,Hoja 1,Pérez,,,,,,,,,,cormetal@cormetalsa.com.ar,,,,,,No confundir con Cormetal de Villa María; WA +54 341 2154694,0
EMP-0254,CONYLOG S.R.L.,Hoja 1,Alvear,,,,,,,,,,ctimoszuk@conylog.com.ar,,,,,,,1
EMP-0255,CONSULTORES DE EMPRESAS,Hoja 1,San Lorenzo,,,,,,,,,,info@consultoresdeempresas.com,,,,,,Consultora RRHH nacional (7000 tercerizados): cliente Y posible aliado; WA 351 8006936,0
EMP-0256,CONSTRUCCIONES Y SERVICIOS ROCABADO S.R.L.,Hoja 1,San Lorenzo,,,,,,,,,,,,,,,,Mov. de suelos +50 años; WA 0341-155836782,0
EMP-0257,CONSTRUCCIONES Y SERVICIOS AMERICA S.A.,Hoja 1,Rosario,,,,,,,,,,luciano@americaconstrucciones.com,,,,,,,1
EMP-0258,CONSTRUCCIONES TRES S.R.L.,Hoja 1,Rosario,,,,,,,,,,construccionestres@c3srl.com.ar,,,,,,,1
EMP-0259,CONSTRUCCIONES SL S.R.L.,Hoja 1,San Lorenzo,,,,,,,,,,,,,,,,Montaje de tanques (cuadrillas = viandas en obra); 0341-4915389,0
EMP-0260,CONSTRUCCIONES CIC S.A.,Hoja 1,Rosario,,,,,,,,,,cicsa@cicsaingenieria.com,,,,,,cicsa@cicsaingenieria.com; 341-4821938,0
EMP-0261,Consorcio de Gestión del Puerto de San Nicolás,Hoja 1,San Nicolás,,,,,,,,,,rrhh@puertosannicolas.com,,,,,,,1
EMP-0262,CONHORMAQ S.R.L.,Hoja 1,Rosario,,,,,,,,,,marcelogaspari@conhormaq.com.ar,,,,,,,1
EMP-0263,CONEXYS S.R.L.,Hoja 1,Rosario,,,,,,,,,,administracion@conexys.com.ar,,,,,,,1
EMP-0264,Condor Group,Hoja 1,Pérez,,,,,,,,,,condor@condorgroup.com.ar,,,,,,,1
EMP-0265,Colvinil,Hoja 1,Pérez,,,,,,,,,,info@colvinil.com.ar,,,,,,Adhesivos/pinturas +37 años; administracion@colvinil.com.ar; WA 341 5504370,0
EMP-0266,COIRINI,Hoja 1,,1,,NO,,,,,,,,,,,,,,1
EMP-0267,COFCO INTERNATIONAL,Hoja 1,Puerto General San Martín,,,,,,,,,,info@cofcointernational.com,,,,,,,4
EMP-0268,COCIVIAL S.A.,Hoja 1,Rosario,,,,,,,,,,cocivial@cocivial.com.ar,,,,,,,1
EMP-0269,CLOROMIL,Hoja 1,San Lorenzo,,,,,,,,,,movilclormil@gmail.com,,,,,,,1
EMP-0270,CISB,Hoja 1,Rosario,,,,,,,,,,info@cisb.com.ar,,,,,,Contacto directo: alejandra@cisb.com.ar; WA 341-6911691; informática,0
EMP-0271,CIA. ROSARINA DE DESOBSTRUCCIONES S.R.L.,Hoja 1,Rosario,,,,,,,,,,estelacoria1@hotmail.com,,,,,,,1
EMP-0272,CHL INGENIERIA Y CONSTRUCCIONES S.R.L.,Hoja 1,Rosario,,,,,,,,,,gerencia@chlingenieria.com.ar,,,,,,,1
EMP-0273,Chiaza Servicios Industriales,Hoja 1,San Lorenzo,,,,,,,,,,empleos@chiaza.com.ar,,,,,,,1
EMP-0274,"CENTRO ENTREGADORES DE CEREALES, OLEAGINOSAS Y AFINES",Hoja 1,San Lorenzo,,,,,,,,,,,,,,,,,1
EMP-0275,CENBRAU S.R.L.,Hoja 1,San Lorenzo,,,,,,,,,,,,,,,,,1
EMP-0276,Celulosa,Hoja 1,,2,,NO,,,,,,,,,,,,,,0
EMP-0277,CELOTTO CONSTRUCCIONES S.R.L.,Hoja 1,Rosario,,,,,,,,,,celotto@celotto.com.ar,,,,,,,1
EMP-0278,CEDUE S.A.,Hoja 1,Rosario,,,,,,,,,,ceduesa@gmail.com,,,,,,Constructora activa (avisos en LinkedIn); ceduesa@gmail.com,0
EMP-0279,CEDIMET,Hoja 1,Fray Luis Beltrán,,,,,,,,,,ventas@cedimet.com.ar,,,,,,,1
EMP-0280,CASALINGA,Hoja 1,San Lorenzo,,,,,,,,,,,,,,,,Sin rastro web,0
EMP-0281,Cartopel,Hoja 1,Pérez,,,,,,,,,,cartopel@cartopel.com.ar,,,,,,Comercializadora de cartón/librería; OJO: los perfiles 'Cartopel SAI' de LinkedIn son de ECUADOR — no contactar,0
EMP-0282,CARNEVALI MARCHI S.R.L.,Hoja 1,San Lorenzo,,,,,,,,,,,,,,,,,1
EMP-0283,carlini hnos,Hoja 1,,1,,NO,,,,,,,compras2@carlinihnos.com.ar,,,,,,,1
EMP-0284,Cargill,Hoja 1,,1,,NO,,,,,,,,,,,,,,3
EMP-0285,CAPSI,Hoja 1,San Lorenzo,,,,,,,,,,info@capsisrl.com.ar,,,,,,Servicios industriales con naves propias; WA 3476-536501,0
EMP-0286,CAPAZE S.R.L.,Hoja 1,Rosario,,,,,,,,,,capazesrl@gmail.com,,,,,,capazesrl@gmail.com,0
EMP-0287,CALIDAD ASEGURADA EN AGUAS S.A.,Hoja 1,Rosario,,,,,,,,,,ingenierosaravia@sdingenieria.com.ar,,,,MISMO grupo que S&D/SADE,,,1
EMP-0288,CAI,Hoja 1,Pérez,,,,,,,,,,info@cai.com.ar,,,,NO IDENTIFICADA,,Web placeholder; pasame CUIT o referencia,0
EMP-0289,C.P.Q.,Hoja 1,San Lorenzo,,,,,,,,,,contacto@cpqsrl.com.ar,,,,,,Química (solventes/antiaglomerantes); WA 3476-691881,0
EMP-0290,BUNGE PLANTA,Hoja 1,,1,,SI,SI,SI,,,,,silvia.garello@bunge.com,,,,,,,6
EMP-0291,BUNGE NORDLINK,Hoja 1,,1,,SI,SI,SI,,,,,silvia.garello@bunge.com,,,,,,,0
EMP-0292,BRUMONT S.A.,Hoja 1,Rosario,,,,,,,,,,pmontaldo@brumont.com.ar,,,,,,,1
EMP-0293,BRIMAX,Hoja 1,Rosario,,,,,,,,,,info@brimaxargentina.com.ar,,,,,,,1
EMP-0294,BRICKET,Hoja 1,,,PRESENTACION ENVIADA,SI,NO,,,,,,VENTAS@briket.com.ar,,,~420 operarios,,La tiene alguien,,1
EMP-0295,BRAJKOVIC S.A.I.,Hoja 1,San Lorenzo,,,,,,,,,,obras@brayco.com.ar,,,,,,,0
EMP-0296,BORDO ARQUITECTURA S.R.L.,Hoja 1,Rosario,,,,,,,,,,nblanco@bordoarquitectura.com,,,,,,,1
EMP-0297,BOERO,Hoja 1,,1,ENVIAR PRESUPUESTO,SI,SI,no,vianda/ convencer p/comedor,,,,apistoni@carlosboero.com.ar,3412215504,hermano de busy,,,VIANDAS/COMEDOR,,2
EMP-0298,Bioxen,Hoja 1,Pérez,,,,,,,,,,info@bioxen.com.ar,,,,,,,1
EMP-0299,BIOCERES,Hoja 1,,,,NO,,NO,,,,,,,,,,VIANDAS,,2
EMP-0300,BG PUERTO DE CABOTAJE,Hoja 1,San Lorenzo,,,,,,,,,,bg@guarderianauticabg.com.ar,,,,,,Guardería náutica chica; 03476-428529,0
EMP-0301,BASF,Hoja 1,,1,,SI,SI,SI,COMEDOR,,,,,3416185476,MAELA,,,COMEDOR,,1
EMP-0302,BAREDES S.A.,Hoja 1,San Lorenzo,,,,,,,,,,,,,,,,Sin web ni cámara; pedir dato a Cámara SL (03476-221101),0
EMP-0303,BAGLIETTO,Hoja 1,,2,presupuesto enviado,SI,SI,NO,VIANDA,VIANDERIA,,,gabriela@bagliettoestructuras.com,3416182835,gabriela,,,VIANDAS,,1
EMP-0304,AVIGLIANO,Hoja 1,San Lorenzo,,,,,,,,,,tecnica@aviglianosa.com.ar,,,,,,Montajes industriales; (03476) 422201,0
EMP-0305,Autologica,Hoja 1,,2,,NO,,,,,,,,,,,,,,1
EMP-0306,ASOCIACIÓN COOPERATIVAS ARGENTINAS Puerto Timbúes,Hoja 1,Timbúes,,,,,,,,,,,,,,,,,1
EMP-0307,ARQUIMIA S.A.,Hoja 1,San Lorenzo,,,,,,,,,,,,,,,,,1
EMP-0308,Arneg,Hoja 1,,2,,NO,,,,,,,,,,,,,,2
EMP-0309,ARMANDO S.R.L.,Hoja 1,Rosario,,,,,,,,,,carosilvina@hotmail.com,,,,,,,1
EMP-0310,ARGENTAL,Hoja 1,,2,,NO,,,,,,,,3415411669,SANDRA,,,COMEDOR,,1
EMP-0311,ARGELEC S.A.,Hoja 1,San Lorenzo,,,,,,,,,,,,,,,,,1
EMP-0312,arenera alzua,Hoja 1,,1,presupuesto enviado,SI,SI,,,,,,matias@arenasalzua.com.ar,3413703676,,,,,,1
EMP-0313,ARAUCO ARGENTINA,Hoja 1,Puerto General San Martín,,,,,,,,,,info@araucoargentina.com,,,,,,,1
EMP-0314,ANTONINO MILISENDA S.A.,Hoja 1,Rosario,,,,,,,,,,antoninomilisendasa@gmail.com,,,,,,Demolición/mov. de suelos; antoninomilisendasa@gmail.com,0
EMP-0315,Amichem SRL,Hoja 1,Pérez,,,,,,,,,,ventas@amichem.com.ar,,,,,,,1
EMP-0316,ALUMINIOS Y VIDRIOS GROUP S.R.L.,Hoja 1,Rosario,,,,,,,,,,pabloalacano@ayvroup.com.ar,,,,,,,1
EMP-0317,ALÌ ABOGADOS,Hoja 1,San Lorenzo,,,,,,,,,,contacto@aliabogados.com.ar,,,,,,Estudio chico; (03476) 428105,0
EMP-0318,ALDANA AISLACIONES,Hoja 1,San Lorenzo,,,,,,,,,,aislacionesaldana@hotmail.com.ar,,,,,,Andamios/aislaciones; (03476) 423059,0
EMP-0319,Alborada SRL,Hoja 1,Piñero,,,,,,,,,,recepcion@alboradasrl.com.ar,,,,,,Rubro real: servicios para el agro; recepcion@alboradasrl.com.ar,0
EMP-0320,AL SERVICIO S.R.L.,Hoja 1,Rosario,,,,,,,,,,alserviciosrl@hotmail.com,,,,,,Construcción; alserviciosrl@hotmail.com,0
EMP-0321,AIN SERVICIOS S.R.L.,Hoja 1,Capitán Bermúdez,,,,,,,,,,administracion@automatismosind.com.ar,,,,,,administracion@automatismosind.com.ar; 341-656-5418,0
EMP-0322,AES Argentina — Central San Nicolás,Hoja 1,San Nicolás,,,,,,,,,,rrii@aes.com,,,,,,,2
EMP-0323,AERCOM,Hoja 1,Rosario,,,,,,,,,,info@aercom.com.ar,,,,,,,1
EMP-0324,ADOLFO SARTORI S.A.,Hoja 1,San Lorenzo,,,,,,,,,,,,,,,,,1
EMP-0325,ADOBE CONSTRUCCIONES S.R.L.,Hoja 1,Alvear,,,,,,,,,,administracion@adobeconstrucciones.com.ar,,,,,,,1
EMP-0326,ADIENT,Hoja 1,,1,en licitación,SI,SI,SI,,,,,maria.sciascia@adient.com,3415967505,RODRI,,CERRADA: dejó el país 06/2026,COMEDOR,,0
EMP-0327,ACEITERA GENERAL DEHEZA,Hoja 1,Timbúes,,,,,,,,,,gdeheza@agd.com.ar,,,,,,,3
EMP-0328,ACEIRA???,Hoja 1,,,,NO,,,,,,,,,,,Casi seguro = Acindar (duplicado),,,0
EMP-0329,ACA VENADO (aramak),Hoja 1,,1,,NO,,,,,,,,,,,SITIO NO CONFIRMADO,COMEDOR,ACA no publica sede en Venado Tuerto; 'Aramark como proveedor actual' sin verificar; central ACA 0800-666-8400,0
EMP-0330,AC Arquitectura e Ingeniería,Hoja 1,Pérez,,,,,,,,,,consultas@ac.com.ar,,,,,,rrhh@ac.com.ar; WA 341 3983317; ISO 9001,0
EMP-0331,ABC COMEX,Hoja 1,San Lorenzo,,,,,,,,,,,,,,VERIFICAR: web es de Reconquista,,La web abc-comex.com.ar es de un despachante de RECONQUISTA: posible homónimo,0
EMP-0332,A3 SERVICIOS CONSTRUCTIVOS,Hoja 1,Funes,,,,,,,,,,contacto@A3.com.ar,,,,,,contacto@A3.com.ar,0
EMP-0333,+BRAND,Hoja 1,Capitán Bermúdez,,,,,,,,,,contacto@masbrandcomunicacion.com,,,,,,,1
EMP-0334,Cargill Argentina,COMEDORES,VGG / PGSM,,,,,,,,,,,,,,,,,0
EMP-0335,Louis Dreyfus Company (LDC),COMEDORES,General Lagos / Timbúes,,,,,,,,,,,,,,,,,7
EMP-0336,Bunge Argentina,COMEDORES,Puerto Gral. San Martín,,,,,,,,,,,,,,,,,0
EMP-0337,Renova S.A.,Sugerida,Timbúes,,,,,,,,,,,,,,,,,4
EMP-0338,Acindar ArcelorMittal,COMEDORES (Aceria),Villa Constitución,,,,,,,,,,,,,,,,,7
EMP-0339,Metalsur / Marcopolo Argentina,COMEDORES,VGG,,,,,,,,,,,,,,,,,0
EMP-0340,Electrolux Argentina,COMEDORES,Rosario,,,,,,,,,,,,,,,,,4
EMP-0341,Liliana Electrodomésticos,COMEDORES,Rosario,,,,,,,,,,,,,,,,,3
EMP-0342,Frigorífico Paladini,COMEDORES,VGG,,,,,,,,,,,,,,,,,4
EMP-0343,Swift Argentina (Minerva),COMEDORES,VGG,,,,,,,,,,,,,,,,,5
EMP-0344,Unilever Planta VGG,COMEDORES,VGG,,,,,,,,,,,,,,,,,3
EMP-0345,Cafés La Virginia,COMEDORES,Rosario,,,,,,,,,,,,,~502,,,,2
EMP-0346,Makro Argentina (Cencosud),COMEDORES,Rosario,,,,,,,,,,,,,,Comprada por Cencosud 2025 (transición),,,3
EMP-0347,PepsiCo Argentina,COMEDORES,BA (sin planta Rosario),,,,,,,,,,,,,,,,,1
EMP-0348,Celulosa Argentina,COMEDORES,Capitán Bermúdez,,,,,,,,,,,,,,,,,3
EMP-0349,BASF Planta General Lagos,COMEDORES,General Lagos,,,,,,,,,,,,,,,,,1
EMP-0350,Air Liquide Argentina,COMEDORES,Rosario / San Lorenzo,,,,,,,,,,,,,,,,,4
EMP-0351,Wiener Laboratorios,COMEDORES,Rosario,,,,,,,,,,,,,,,,,3
EMP-0352,Terragene,COMEDORES,Alvear,,,,,,,,,,,,,,,,,3
EMP-0353,Exiros (compras Ternium/Techint),Derivada Ternium,San Nicolás / BA,,,,,,,,,,,,,,,,,4
EMP-0354,Tremblay,COMEDORES (sin relevar),,,,,,,,,,,,,,,,,,0
EMP-0355,La Sibila,COMEDORES (sin relevar),,,,,,,,,,,,,,,,,,0
EMP-0356,Crowe,COMEDORES (sin relevar),Rosario,,,,,,,,,,,,,,,,,0
EMP-0357,SBI,COMEDORES (sin relevar),,,,,,,,,,,,,,,,,,0
EMP-0358,Bolsa de Comercio de Rosario,COMEDORES (sin relevar),Rosario,,,,,,,,,,,,,,,,,0
EMP-0359,Rogiro Aceros,COMEDORES (sin relevar),,,,,,,,,,,,,,,,,,0
EMP-0360,FMC,COMEDORES (sin relevar),,,,,,,,,,,,,,,,,,0
EMP-0361,Bambi,COMEDORES (sin relevar),,,,,,,,,,,,,,,,,,0
EMP-0362,Fric-Rot (Tenneco),COMEDORES (sin relevar),Rosario,,,,,,,,,,,,,,,,,0
EMP-0363,Dupont,COMEDORES (sin relevar),,,,,,,,,,,,,,,,,,0
EMP-0364,Civic,COMEDORES (sin relevar),,,,,,,,,,,,,,,,,,0
EMP-0365,La Elena,COMEDORES (sin relevar),,,,,,,,,,,,,,,,,,0
EMP-0366,Fexa Aluminio,COMEDORES (sin relevar),,,,,,,,,,,,,,,,,,0
EMP-0367,Droguería Suizo Argentina,COMEDORES (sin relevar),Rosario,,,,,,,,,,,,,,,,,0
EMP-0368,Brunetti Hnos,COMEDORES (sin relevar),,,,,,,,,,,,,,,,,,0
